,EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,31-35,36-43,44+,No,Yes,Travel_Frequently,Travel_Rarely,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Male
115,152,36-43,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,7428,2,No,12,3,1,0,12,3,3,5,3,1,3,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
116,153,31-35,No,Travel_Rarely,Research & Development,5,3,Medical,3,Female,2,3,Manager,1,Single,11631,2,No,12,3,4,0,14,6,3,11,10,5,8,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
117,154,31-35,No,Travel_Frequently,Sales,11,2,Technical Degree,2,Female,3,3,Sales Executive,4,Married,9738,0,No,14,3,3,1,10,6,3,9,7,2,8,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
118,155,31-35,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,3,1,Laboratory Technician,4,Divorced,2835,5,No,22,4,1,1,7,2,3,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
119,158,36-43,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,3,4,Manager,4,Married,16959,1,Yes,12,3,4,2,25,3,4,25,12,4,12,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
120,159,18-30,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,Male,1,1,Research Scientist,3,Divorced,2613,1,No,25,4,3,3,10,2,2,10,7,0,9,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
121,160,31-35,No,Non-Travel,Sales,22,2,Marketing,3,Male,3,2,Sales Executive,2,Married,6146,0,No,13,3,1,1,8,2,4,7,7,0,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
122,161,44+,Yes,Travel_Rarely,Research & Development,14,4,Life Sciences,2,Female,3,1,Research Scientist,2,Married,4963,9,Yes,18,3,1,3,7,2,3,5,4,4,3,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
123,162,44+,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,5,Research Director,3,Single,19537,7,No,13,3,3,0,23,5,3,20,18,15,15,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
124,163,18-30,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,1,2,Sales Executive,3,Married,6172,4,Yes,18,3,2,0,12,3,2,7,7,7,7,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
125,164,18-30,No,Travel_Rarely,Research & Development,6,3,Other,3,Female,2,1,Research Scientist,2,Married,2368,1,No,19,3,3,0,5,3,2,5,4,4,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
126,165,44+,Yes,Travel_Rarely,Research & Development,23,4,Medical,4,Female,3,3,Healthcare Representative,4,Married,10312,1,No,12,3,4,1,40,3,2,40,10,15,6,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
127,167,18-30,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,3,1,Sales Representative,3,Single,1675,1,Yes,19,3,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
128,169,18-30,No,Travel_Rarely,Research & Development,2,1,Technical Degree,3,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,3,1,3,2,3,2,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
129,170,44+,No,Travel_Rarely,Research & Development,20,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6567,1,No,14,3,3,0,16,2,2,15,11,5,11,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
130,171,36-43,No,Travel_Frequently,Research & Development,28,3,Medical,2,Female,4,1,Research Scientist,3,Single,4739,4,No,12,3,4,0,18,2,3,3,2,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
131,174,44+,No,Travel_Frequently,Sales,12,3,Marketing,3,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,4,0,16,3,3,2,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
132,175,18-30,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,3,1,4,2,3,2,2,2,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
133,176,36-43,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Male,3,3,Sales Executive,3,Divorced,8189,3,Yes,13,3,3,1,12,2,3,9,7,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
134,177,18-30,No,Travel_Rarely,Human Resources,25,1,Life Sciences,3,Female,3,1,Human Resources,3,Married,2942,1,No,23,4,4,1,8,3,3,8,7,5,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
135,178,31-35,No,Travel_Rarely,Research & Development,6,2,Medical,2,Male,3,2,Manufacturing Director,2,Divorced,4941,6,No,20,4,4,2,7,0,3,3,2,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
136,179,44+,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,3,4,0,18,2,3,4,2,0,3,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
137,182,36-43,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5902,4,No,14,3,3,1,17,1,4,15,11,5,9,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
138,183,18-30,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Male,2,2,Sales Executive,3,Married,8639,2,No,18,3,4,0,6,3,3,2,2,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
139,184,18-30,No,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,3,2,Human Resources,4,Married,6347,0,Yes,19,3,4,0,12,2,1,11,9,4,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
140,190,31-35,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,1,Laboratory Technician,1,Single,4200,7,No,22,4,1,0,10,2,4,5,4,0,4,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
141,192,44+,No,Travel_Rarely,Research & Development,29,3,Medical,3,Male,3,1,Research Scientist,4,Single,3452,5,No,13,3,2,0,9,2,2,6,5,0,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
142,193,36-43,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,3,2,Research Scientist,3,Single,4317,3,Yes,20,4,2,0,19,2,3,3,2,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
143,194,18-30,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,3,1,Research Scientist,3,Single,2632,1,No,14,3,3,0,5,4,2,5,4,0,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
144,195,31-35,No,Travel_Frequently,Sales,9,2,Medical,4,Male,1,2,Sales Executive,4,Divorced,4668,0,No,17,3,4,3,9,2,4,8,7,0,7,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
145,197,18-30,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,3,4,1,8,3,3,3,2,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
146,198,18-30,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,2,1,Laboratory Technician,4,Single,2720,0,No,13,3,4,0,6,3,3,5,3,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
147,199,36-43,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,2,4,Manager,1,Divorced,17181,4,No,13,3,2,1,21,2,2,7,6,7,7,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
148,200,36-43,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,2238,2,No,21,4,4,1,7,2,3,5,0,1,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
149,201,18-30,No,Travel_Rarely,Research & Development,3,1,Medical,2,Female,3,1,Laboratory Technician,2,Single,1483,1,No,14,3,4,0,1,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
150,202,36-43,No,Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,2,Research Scientist,2,Divorced,5605,1,No,11,3,1,1,20,2,3,20,7,2,13,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
151,204,31-35,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,7295,1,No,13,3,1,2,10,3,3,10,8,0,6,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
152,205,44+,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2306,2,Yes,20,4,4,1,13,3,1,7,7,4,5,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
153,206,44+,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,2348,8,No,18,3,3,1,20,2,1,17,9,0,15,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
154,207,31-35,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Executive,4,Single,8998,1,No,14,3,4,0,9,2,3,9,8,3,7,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
155,208,18-30,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,3,1,1,10,1,3,10,7,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
156,211,44+,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,6132,2,No,17,3,3,0,10,2,3,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
157,214,44+,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,3346,4,Yes,20,4,2,1,9,3,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
158,215,36-43,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,7,No,11,3,1,1,15,2,2,12,11,2,11,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
159,216,31-35,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,2231,6,No,18,3,4,1,6,3,3,4,3,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
160,217,18-30,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,1,2,2,6,3,2,2,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
161,218,18-30,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,3,4,1,6,1,1,2,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
162,221,18-30,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
163,223,44+,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
164,224,18-30,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
165,226,44+,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
166,227,36-43,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
167,228,18-30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
168,230,36-43,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
169,231,31-35,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,4,1,0,8,2,3,5,4,1,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
170,233,18-30,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
171,235,18-30,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,1,0,1,5,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
172,238,31-35,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2088,4,No,12,3,3,0,13,3,2,8,7,7,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
173,239,18-30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,3,2,12,4,3,12,9,6,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
174,240,44+,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,4,Yes,11,3,1,1,9,3,4,5,4,0,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
175,241,44+,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,3,1,19,3,3,2,2,2,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
176,242,31-35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,0,No,14,3,1,0,4,2,4,3,1,0,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
177,243,18-30,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1102,1,No,22,4,3,0,1,3,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
178,244,44+,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,1,No,25,4,3,3,24,2,3,24,13,15,7,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
179,245,36-43,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,3,0,2,3,3,2,2,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
180,246,18-30,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
181,247,31-35,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,4,0,9,3,3,3,2,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
182,248,36-43,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,4,0,4,5,2,4,3,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
183,249,44+,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,2,No,15,3,4,1,5,2,2,3,2,0,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
184,250,44+,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,3,2,5,3,3,4,2,1,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
185,252,31-35,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,1,No,13,3,4,1,8,5,3,8,7,1,6,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
186,253,36-43,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,1,No,14,3,2,1,21,2,3,20,8,9,9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
187,254,44+,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,8,No,11,3,4,0,36,3,3,24,15,2,15,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
188,256,31-35,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,1,No,17,3,3,0,10,2,2,10,9,1,9,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
189,258,44+,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,3,No,18,3,3,0,21,6,3,7,7,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
190,259,44+,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,0,No,14,3,1,1,34,5,3,33,18,11,9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
191,260,18-30,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,1,No,16,3,4,0,7,2,2,7,7,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
192,261,31-35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,1,0,8,1,3,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
193,262,36-43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,2089,4,No,14,3,4,3,7,3,4,5,4,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
194,264,44+,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,9,No,23,4,4,1,22,1,3,20,8,11,8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
195,267,36-43,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,1,Yes,12,3,1,1,8,3,2,8,7,1,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
196,269,31-35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,5,No,11,3,4,0,10,5,3,6,2,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
197,270,36-43,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,2,No,16,3,2,1,11,5,3,5,3,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
198,271,36-43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,9,No,14,3,2,0,14,3,3,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
199,273,36-43,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,3,No,18,3,1,1,9,3,1,7,7,1,7,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
200,274,18-30,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,5,No,19,3,3,1,6,1,3,2,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
201,275,44+,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,1,2,7,0,3,7,7,1,7,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
202,277,31-35,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,1,Yes,17,3,4,1,5,4,4,5,3,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
203,281,36-43,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,8,Yes,15,3,3,1,15,2,4,7,2,3,7,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
204,282,36-43,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,7,Yes,19,3,2,0,17,2,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
205,283,18-30,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,1,No,22,4,4,3,10,3,2,10,4,1,9,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
206,284,18-30,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,1,Yes,16,3,1,1,4,2,2,4,2,2,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
207,286,31-35,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,1,No,13,3,1,0,8,2,3,8,1,1,7,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
208,287,36-43,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,9,No,14,3,4,1,5,5,1,3,2,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
209,288,44+,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,3,1,17,3,3,4,2,0,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
210,291,31-35,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,No,11,3,3,0,14,2,2,14,8,9,8,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
211,292,18-30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,1,No,22,4,3,0,12,2,3,11,8,5,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
212,293,18-30,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,1,No,14,3,4,0,7,2,3,7,7,0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
213,296,44+,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,5,No,16,3,4,2,16,5,1,10,9,4,7,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
214,297,18-30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,5,Yes,11,3,3,0,8,5,3,5,2,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
215,298,36-43,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,3,Yes,18,3,3,0,16,3,3,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
216,299,18-30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,5,No,15,3,3,0,9,5,2,6,3,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
217,300,18-30,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,0,No,14,3,4,0,7,1,2,6,2,1,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
218,302,44+,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,6,No,12,3,4,0,23,2,3,19,7,12,8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
219,303,44+,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,2,No,14,3,4,1,16,4,3,6,2,0,5,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
220,304,31-35,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,No,16,3,4,0,16,3,4,13,11,3,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
221,305,31-35,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,6,No,21,4,4,0,7,3,3,3,2,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
222,306,36-43,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,1,Yes,14,3,3,3,10,1,3,10,8,0,7,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
223,307,36-43,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,0,No,12,3,3,2,17,6,2,16,10,5,13,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
224,308,18-30,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,0,No,12,3,4,1,6,2,3,5,4,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
225,309,44+,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,3,No,17,3,1,1,7,6,3,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
226,311,36-43,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,4,No,17,3,3,1,13,2,3,9,8,5,8,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
227,312,18-30,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,1,No,14,3,4,1,11,5,3,11,10,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
228,314,31-35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,1,No,14,3,1,0,10,3,4,10,7,0,8,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
229,315,18-30,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,1,Yes,13,3,3,0,4,3,2,4,3,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
230,316,44+,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,3,2,0,6,3,2,2,2,2,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
231,319,36-43,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,1,No,11,3,4,0,22,3,3,22,17,11,15,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
232,321,44+,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,2267,8,No,17,3,4,0,7,2,2,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
233,323,44+,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,3,No,11,3,3,1,32,3,2,7,0,0,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
